Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
working_student,6.820738109,2.605635934,4.005615677,92.07678789,,7.0,5.0,0
school,6.848589129,2.644384641,2.355095752,77.79644586,1.0,5.0,12.0,0
college,6.802156815,1.778868109,5.153960483,86.03439571,8.0,9.0,4.0,0
college,8.074102232,5.458227821,3.176041632,72.1680083,10.0,7.0,8.0,1
college,,5.31727746,2.623386938,55.73509176,6.0,6.0,8.0,1
college,6.71959413,5.932367441,4.123831167,66.14008258,3.0,9.0,7.0,0
school,7.917835943,3.423333065,1.3789485,93.2387308,10.0,3.0,8.0,1
college,6.843457686,4.526205085,3.583182319,62.98582585,5.0,2.0,9.0,1
college,4.64052753,5.751560738,7.25929455,80.21566452,9.0,8.0,11.0,1
working_student,5.995768652,6.785532483,6.781431956,81.34471544,8.0,2.0,9.0,1
school,8.473833538,2.063747474,6.424393188,82.61465311,7.0,6.0,2.0,1
school,7.654915103,,1.657407594,87.37085511,4.0,5.0,10.0,0
,4.143201006,5.078137518,2.783581192,78.57708916,1.0,8.0,10.0,0
school,5.259879444,3.526416049,2.241621461,57.88417158,2.0,4.0,1.0,0
college,7.609077366,6.642462935,3.460044428,66.07262596,1.0,5.0,9.0,0
college,6.436749455,5.222959731,3.573826241,87.83637901,1.0,5.0,12.0,0
college,,7.672914191,3.56916617,83.32783165,2.0,4.0,9.0,0
working_student,6.830106403,7.030853596,0.445821584513175,55.01387232,3.0,6.0,9.0,0
college,6.236418323,5.254248698,3.999995123,87.61334225,4.0,3.0,3.0,0
college,6.818042229,5.215293577,3.76738738,95.67227668,1.0,6.0,11.0,0
college,3.983183965,6.997695127,4.904874634,70.9436131,,6.0,2.0,1
college,7.185203554,3.62765928,3.106437502,76.09109355,6.0,7.0,11.0,0
school,9.101197056,4.189763986,0.810591624156342,86.87324866,8.0,,7.0,1
college,5.194602472,5.19451402,0.603311057874412,84.70841343,8.0,2.0,11.0,1
college,5.851544947,4.829824698,5.174016768,85.71058744,2.0,4.0,7.0,0
school,8.109557141,4.363820894,5.427546244,75.72551665,7.0,3.0,2.0,1
college,9.893645499,5.641061742,4.325028348,80.51917402,3.0,5.0,1.0,1
working_student,,6.621394572,,78.91625892,6.0,9.0,1.0,1
school,6.021707731,4.626544716,4.039840189,88.37563045,7.0,6.0,10.0,1
working_student,5.723485463,7.869345908,6.531064794,83.17994819,8.0,7.0,4.0,1
school,8.028042944,4.027989041,4.864746857,81.89320276,2.0,2.0,6.0,0
working_student,4.155189437,5.10439276,3.047509891,85.03791433,4.0,5.0,,0
working_student,7.273541144,10.32588572,0.499667376161515,77.99760017,6.0,5.0,3.0,0
school,6.359038581,2.725398366,3.354160328,41.23227823,9.0,9.0,,1
,,6.736000482,2.564600119,80.01367104,4.0,5.0,11.0,0
working_student,3.420852668,8.914857685,6.758465077,94.62615797,4.0,6.0,10.0,1
college,,5.131404526,,78.12179531,5.0,6.0,2.0,0
college,6.635997423,4.200388994,5.27540368,73.4307583,5.0,5.0,3.0,0
college,5.198033848,5.584504806,0.2560534444097,68.76606252,5.0,5.0,7.0,0
college,5.965919877,6.602180453,3.137890706,91.99836253,4.0,10.0,4.0,0
college,5.308289772,5.637802928,6.198946211,70.52239428,3.0,7.0,2.0,0
college,5.172070308,4.142062442,3.874040215,89.03949859,1.0,7.0,1.0,0
college,4.025838708,3.188510073,0.203692087899713,,8.0,7.0,8.0,1
school,7.337560627,3.208599067,0.717190844899888,67.6116669,,6.0,8.0,0
working_student,6.132246406,4.548575174,3.468202711,81.1247858,9.0,2.0,4.0,1
working_student,4.261309444,7.944053355,1.891897242,68.75967867,8.0,,10.0,1
college,6.735184565,6.579204432,1.88433006,81.01115066,7.0,5.0,3.0,1
college,4.691308148,1.857925906,2.257052449,86.47869791,3.0,3.0,5.0,0
working_student,7.226477803,5.753362637,3.270548376,99.44711507,7.0,3.0,11.0,1
college,5.98766777,5.296700796,3.968626963,75.8480204,8.0,5.0,5.0,1
school,8.253869169,,0.583887674130013,65.51569922,8.0,9.0,7.0,0
working_student,5.772963122,6.925570202,2.2826793,88.00180456,7.0,7.0,10.0,0
working_student,5.914864523,5.491983359,5.816903887,99.03697802,7.0,7.0,5.0,1
school,7.470774018,,7.877252311,68.74091875,6.0,7.0,7.0,0
working_student,6.62086061,5.953355901,6.454409984,66.12396538,7.0,,10.0,1
college,,1.730644089,4.592691929,63.3766517,8.0,1.0,12.0,1
school,8.409578606,4.947538296,5.106803263,69.96131572,2.0,10.0,2.0,0
college,8.724162543,3.678137759,,74.67824872,8.0,8.0,7.0,0
working_student,4.433652269,9.370932542,0.819540910987899,69.34961167,6.0,7.0,7.0,1
working_student,7.514516632,8.151178514,4.625739352,98.46541507,5.0,6.0,7.0,1
college,5.630163247,2.72604314,2.931808712,79.46814241,5.0,9.0,10.0,0
college,8.76896618,4.649364192,0.859034257258962,76.97283299,6.0,6.0,9.0,0
college,7.78221162,5.070409569,1.169489228,88.2354126,5.0,3.0,11.0,0
college,5.958117587,5.664291192,1.746495537,93.02565576,6.0,5.0,2.0,0
school,8.510797138,0.962026248574096,6.629334652,96.9912457,9.0,8.0,,1
working_student,5.313963893,1.221217725,0.744763363250271,88.30844842,5.0,7.0,5.0,0
working_student,5.432122464,5.77032616,4.918809634,99.70351419,4.0,7.0,8.0,0
working_student,5.575076675,6.859037986,2.84386115,76.34753934,7.0,7.0,10.0,0
school,8.905174936,1.524038437,,99.35778967,6.0,10.0,8.0,0
working_student,7.089839854,7.915210938,1.645372068,80.27927177,8.0,6.0,2.0,1
college,9.720157021,7.369212162,5.7912301,,6.0,2.0,2.0,1
school,5.856009443,3.118931439,4.09528815,89.06315013,6.0,7.0,3.0,0
college,6.500948112,2.496893947,2.798989517,72.22680734,3.0,7.0,,0
college,5.491434728,4.413216457,4.21135449,80.69817326,7.0,8.0,2.0,0
school,8.330386307,1.993420148,2.638989412,53.53388605,7.0,5.0,6.0,0
school,7.051313297,3.783241475,1.15542486,77.02594069,2.0,6.0,5.0,0
college,5.55825271,6.161735928,6.210283423,99.87835734,4.0,8.0,,0
college,5.682245483,4.270977993,4.057635124,61.27614909,4.0,8.0,3.0,0
college,3.939073274,8.755460474,7.353836523,89.64451192,4.0,5.0,1.0,1
college,5.042719301,2.428523016,5.913146796,88.38845002,3.0,2.0,2.0,1
college,7.653285152,1.697613066,4.101525641,71.67273667,9.0,6.0,9.0,0
college,3.710623912,7.40980423,3.664429997,76.53434348,,9.0,12.0,0
college,5.88864406,9.162956731,5.91518785,77.7994581,8.0,8.0,12.0,1
college,7.529815959,10.17498025,1.863135849,88.65307828,8.0,2.0,1.0,1
college,5.883612563,17.6651518,3.387962801,76.00462193,5.0,7.0,12.0,1
school,7.823657086,0.954794552453479,3.968014133,95.06864073,3.0,8.0,,0
college,6.361767794,2.782592592,5.286160931,95.42929085,10.0,3.0,9.0,1
school,7.825433597,1.391853588,3.424298618,62.35806589,5.0,6.0,11.0,0
college,4.835406219,6.652504371,0.0463931563399673,72.01973968,2.0,6.0,10.0,0
college,7.029100612,5.763403318,1.201069969,76.89528163,8.0,8.0,,1
college,5.143473799,3.007688212,2.821496075,91.25834612,6.0,8.0,7.0,0
college,7.140155249,5.301633255,1.5327956,86.69747521,4.0,5.0,8.0,0
school,7.361558966,2.736615289,5.963467956,63.76911433,10.0,5.0,8.0,1
working_student,8.422036445,11.89419879,2.767009224,76.50185217,6.0,9.0,3.0,1
school,7.577925396,,5.037275885,50.26251399,,7.0,8.0,0
school,8.686472212,2.494136913,1.862788191,68.81530988,1.0,4.0,11.0,0
college,4.483558495,7.078536784,0.1553935077835,96.83937698,2.0,,7.0,0
school,6.080167167,4.752465882,3.39796317,95.15285618,5.0,8.0,7.0,1
college,,2.984488144,4.333666895,81.69770443,7.0,5.0,3.0,0
college,4.694309876,1.398943199,4.833340369,96.41153052,,6.0,4.0,0
college,4.887693984,6.972521491,5.314915805,97.96642947,8.0,,3.0,1
college,9.485251902,4.312173065,1.972518998,96.9825542,9.0,6.0,9.0,0
college,7.414683908,6.564299714,3.574744909,78.56178028,7.0,3.0,9.0,0
working_student,4.747996042,6.362467682,3.146541985,70.20864521,5.0,5.0,4.0,0
school,,4.191088137,2.278418944,57.86775542,8.0,5.0,10.0,0
working_student,4.422077731,6.412893317,2.570571477,65.36829113,5.0,7.0,11.0,0
college,7.615311624,3.10314128,3.143260815,80.10789298,9.0,7.0,11.0,0
college,5.818377461,6.225175647,0.926895539971195,79.19809298,3.0,5.0,7.0,0
school,7.787541946,2.259143954,6.012044019,72.12787829,1.0,6.0,11.0,0
college,5.660433719,3.793211929,2.90417052,76.88435041,7.0,6.0,5.0,1
college,6.953920846,8.54750862,2.038752101,95.03072376,4.0,4.0,4.0,1
college,4.647845433,7.626641062,2.020555216,81.50943086,2.0,4.0,11.0,1
,8.879358185,2.8522261,0.681903921067766,75.2441714,1.0,8.0,7.0,0
college,7.446125026,1.851945509,1.188384624,97.05857659,7.0,5.0,3.0,1
college,7.927114422,4.492711762,4.252587173,89.02439039,5.0,4.0,9.0,0
college,5.448093185,6.979441049,3.335442,81.05300661,2.0,8.0,12.0,0
college,7.082066035,8.027057604,0.373335679060819,81.55143066,6.0,7.0,1.0,1
,9.096932356,3.483250042,0.0916560861088912,97.14986334,1.0,7.0,2.0,0
school,7.418326984,4.189271637,2.879381232,86.99793848,7.0,7.0,10.0,1
college,6.684180837,6.313921023,4.615111805,78.18380443,7.0,5.0,6.0,1
college,6.284190984,,,82.88242648,4.0,5.0,7.0,0
school,7.487460323,3.28780401,2.917407085,76.40744759,10.0,1.0,12.0,1
working_student,5.128577908,,6.435080891,73.51986648,3.0,7.0,2.0,0
working_student,4.108710873,5.80634647,0.844635297218977,89.68773184,6.0,4.0,6.0,0
school,8.020875372,1.147755815,2.166901519,,4.0,9.0,2.0,0
working_student,6.281189286,3.261086675,,79.57102679,1.0,,8.0,0
school,9.641914512,0.569364313333636,5.235757043,96.36959085,8.0,5.0,11.0,0
college,3.199801464,9.506250553,0.902103478929219,77.10226573,6.0,7.0,5.0,1
working_student,6.347375874,7.244998923,5.523590891,62.25963806,2.0,5.0,7.0,0
college,8.012283636,8.489095717,1.261432205,72.60123734,1.0,3.0,6.0,0
school,9.033862138,1.950901811,2.316383611,98.2272934,5.0,8.0,7.0,0
college,4.897078237,1.578536585,3.689575175,,8.0,4.0,7.0,1
college,3.997886745,6.658747856,6.401952646,77.25449084,8.0,4.0,3.0,1
college,4.969464877,4.719242063,2.34590988,87.60681662,3.0,2.0,10.0,0
college,7.422477956,6.79240251,2.845767687,76.81024512,7.0,5.0,10.0,0
college,5.211516445,4.165281449,6.810304521,,4.0,8.0,12.0,0
college,2.686068226,5.262565952,3.220242639,87.86393845,3.0,5.0,11.0,0
school,8.51925718,2.870743552,0.0986107313309635,73.49802073,5.0,3.0,8.0,0
school,8.548380557,3.346293177,3.289876911,95.71666087,2.0,7.0,,0
college,,3.359789966,5.579410169,85.85381936,8.0,6.0,7.0,1
school,7.457677315,4.194421237,5.999192362,99.3334009,6.0,7.0,4.0,0
,7.959002471,12.75257593,1.920301913,65.79044095,6.0,10.0,10.0,0
college,4.432233762,3.051482345,3.527478991,71.39429529,5.0,3.0,5.0,0
college,7.045477056,5.25779356,3.351607865,61.99966865,1.0,8.0,5.0,0
college,6.780169329,5.294453613,1.503284157,78.22459816,1.0,2.0,11.0,0
working_student,5.520282822,7.114128416,0.657795565314957,75.99994805,4.0,4.0,9.0,0
college,7.633557889,3.840854338,3.45991198,84.54439763,7.0,7.0,8.0,0
college,6.005109053,5.202014596,2.981008869,85.71289399,5.0,4.0,5.0,0
college,6.484969396,4.00729683,3.552454517,83.77264934,3.0,8.0,2.0,0
college,4.712417358,7.1988431,7.374592195,98.59187006,2.0,9.0,5.0,0
school,,2.103829618,4.741895077,,6.0,6.0,7.0,0
working_student,5.521881399,4.603479125,3.359656784,63.73857432,6.0,6.0,8.0,1
school,7.85354443,,3.0275241,87.93952019,3.0,7.0,2.0,0
college,6.176035993,6.826646656,1.978574384,,2.0,4.0,8.0,0
school,7.589016791,3.701957843,0.731095035735898,64.25842982,6.0,2.0,4.0,0
school,7.152100018,2.719554235,5.701649141,64.69432691,,4.0,11.0,1
school,5.192155331,,4.207229311,82.72611112,10.0,8.0,5.0,1
college,6.267332823,3.897542537,0.378077351913374,60.82442687,3.0,9.0,7.0,0
college,6.610487539,5.020493435,4.145865255,79.98499571,2.0,6.0,10.0,0
college,8.794607208,0.691614658862417,3.658775478,87.29180057,1.0,3.0,2.0,0
working_student,6.87005034,8.074120672,4.428527983,82.86883207,7.0,9.0,4.0,0
working_student,4.227813405,,5.893053573,77.62687778,4.0,3.0,10.0,0
school,7.549568579,2.968356086,1.666058464,63.82675815,5.0,5.0,11.0,0
working_student,5.539646561,8.186707915,3.356154924,81.92497071,6.0,7.0,2.0,0
college,7.504906371,5.779513572,0.887334484468857,97.34943025,3.0,4.0,10.0,0
college,5.576237862,4.627146457,1.706798601,76.92881778,8.0,4.0,5.0,0
college,7.839678969,4.340658081,6.377991692,85.41130402,6.0,9.0,12.0,0
college,9.370825904,6.574096654,1.163002646,74.83763443,4.0,2.0,8.0,0
college,6.82018441,4.752585087,0.52211353670503,63.81160349,4.0,9.0,8.0,0
school,,2.820902325,4.265319698,92.23500291,6.0,2.0,6.0,0
college,5.203937402,6.272485417,6.694360041,89.20932392,5.0,6.0,9.0,1
school,7.312594422,4.800038385,2.859927593,67.64243132,6.0,8.0,6.0,0
working_student,4.364195934,2.893121599,2.118614862,93.47824992,4.0,3.0,11.0,0
college,6.765082924,6.77455827,5.223578489,78.37525923,10.0,2.0,7.0,1
college,6.368894427,1.137537771,2.254492371,90.1068591,3.0,,5.0,0
college,,4.664803883,4.39956599,67.10244944,7.0,,12.0,0
college,7.90713318,5.030859405,0.685943592781862,94.46855352,9.0,6.0,9.0,1
college,2.710735866,6.882771532,5.64545406,73.28629076,2.0,7.0,10.0,0
college,4.526881214,8.351259579,2.570856125,105.0,3.0,8.0,6.0,0
college,6.648596992,2.878555814,5.564187073,85.82556633,1.0,5.0,9.0,0
,7.419721038,10.06842909,0.498880986765982,82.2963063,10.0,10.0,10.0,1
college,4.505633155,1.374734808,1.115598893,88.18965265,1.0,5.0,11.0,0
college,6.782233652,3.212453037,2.765170446,87.50849142,7.0,7.0,10.0,0
college,6.418598847,6.491812335,2.227624059,,8.0,5.0,12.0,1
school,7.590873335,1.780538387,1.612002709,68.00633502,8.0,6.0,4.0,1
school,8.387859477,3.499506026,5.966800817,83.45105877,8.0,8.0,12.0,0
working_student,6.441454549,4.44978308,5.855432264,84.0101544,9.0,9.0,3.0,1
school,6.585100962,4.280954932,3.203198488,,9.0,1.0,9.0,1
college,7.427790555,4.393953175,2.166288638,97.0519717,6.0,8.0,5.0,0
college,4.948090338,3.161088608,4.886258951,68.33690022,6.0,6.0,4.0,0
school,6.484545824,,,58.94661291,8.0,1.0,11.0,1
working_student,3.682767982,9.425917415,2.357434862,80.03167807,7.0,7.0,2.0,0
college,5.447083494,5.654488012,6.186777073,73.98501687,8.0,10.0,5.0,0
college,9.760444949,5.57985692,3.834549,,3.0,5.0,7.0,0
school,8.050615068,3.970262872,2.707874293,,6.0,6.0,8.0,0
college,4.235960375,4.752793305,5.699099146,79.78677476,3.0,5.0,9.0,0
working_student,3.736422794,7.318663042,6.596325761,85.27352647,6.0,6.0,5.0,1
college,6.788435413,5.398480433,7.447437231,82.18391752,6.0,7.0,2.0,1
working_student,5.116161682,8.643915254,2.184704171,81.47270582,5.0,9.0,10.0,1
college,7.977048958,5.615308186,3.836359604,71.87709423,4.0,5.0,11.0,0
college,6.956812095,3.554423955,0.0821471861087426,68.03560267,5.0,,10.0,0
college,5.625877692,5.766221651,,80.26207007,3.0,3.0,11.0,0
college,6.37668219,2.982807057,3.814938485,71.428569,8.0,6.0,3.0,0
college,4.180118246,9.086110621,5.857662403,76.68412695,6.0,6.0,1.0,0
school,7.634594196,2.102095143,6.319305224,95.84367099,7.0,4.0,5.0,0
working_student,6.125571696,5.631293535,2.410346298,49.658308,6.0,7.0,9.0,0
college,5.645885393,8.743933572,2.291851495,94.68124848,,7.0,3.0,1
college,7.841261655,3.676321582,,74.13230613,,7.0,5.0,0
college,4.820990146,,0.870177877088232,73.30750946,8.0,6.0,10.0,1
working_student,5.883831567,3.437261811,1.224375059,56.20265379,7.0,8.0,3.0,0
college,6.77897643,3.678720169,4.045491867,75.60927576,9.0,6.0,3.0,1
college,6.55601171,5.910395644,5.336695875,92.84735731,,10.0,12.0,0
school,6.395312507,3.970451761,3.758204945,95.24770146,4.0,4.0,5.0,0
college,6.793398996,,2.842835264,95.31377192,5.0,7.0,5.0,0
school,7.658162971,0.666058338035337,3.770849896,59.32507753,6.0,6.0,4.0,0
working_student,5.382594299,4.96331492,5.569548476,91.92362989,8.0,3.0,1.0,1
college,7.824754178,1.163003443,3.006508249,65.04308647,5.0,5.0,12.0,0
school,6.536289906,2.432857162,1.772978202,93.47673194,8.0,7.0,10.0,0
working_student,6.324738304,7.506127379,3.319416862,73.33249882,2.0,6.0,4.0,0
college,5.619077986,8.236708378,3.718540736,,10.0,3.0,5.0,1
working_student,2.394882397,8.555631356,4.361313302,74.9801911,6.0,4.0,8.0,1
college,4.989831167,7.648911753,2.983059007,76.24996396,10.0,6.0,3.0,1
school,6.989240581,2.519470317,5.229069465,94.47858511,7.0,5.0,7.0,1
school,6.487966009,2.17821618,3.811002349,66.06918667,4.0,6.0,11.0,0
college,6.589196843,7.039694691,3.205669867,91.92935873,8.0,4.0,10.0,1
school,7.129309032,2.256227604,2.104674308,81.91648141,2.0,4.0,5.0,0
working_student,9.668602168,9.732320159,2.590669442,95.49361577,4.0,6.0,11.0,0
,6.266577566,1.955660833,1.184018381,75.4888029,8.0,2.0,5.0,0
college,6.198031975,4.999734386,1.45934446,87.85653758,6.0,7.0,7.0,0
school,8.389655742,3.033850264,2.642899992,78.3425724,5.0,8.0,2.0,0
,3.929718431,6.548947445,4.666881704,90.57011151,7.0,7.0,3.0,0
school,9.579843598,3.322232274,8.26203425,60.12711256,,6.0,1.0,0
college,6.589184983,,3.382479251,75.2875766,7.0,6.0,,0
college,5.726161091,3.084778899,6.926052169,97.22856636,2.0,9.0,,0
college,5.953849364,1.370037693,4.590413327,81.57671645,8.0,2.0,11.0,1
working_student,8.620361292,,0.116440445197783,,9.0,6.0,12.0,1
school,8.490840395,3.158916355,5.987117119,90.12066993,,7.0,4.0,1
college,4.855420768,7.30576274,1.925804167,95.71987731,7.0,8.0,8.0,0
college,,6.195108129,0.266799861812995,68.09376951,9.0,7.0,8.0,1
college,,2.993005393,4.904158762,87.51504201,2.0,5.0,8.0,0
school,9.00700951,2.669382421,1.139463378,86.8663365,1.0,5.0,1.0,0
college,6.995402364,5.035765148,4.301896276,70.29387296,1.0,4.0,1.0,0
college,5.764743207,4.256887885,8.861198814,,4.0,7.0,1.0,1
working_student,6.043809872,7.732187651,2.888929902,,6.0,9.0,9.0,1
college,5.793327334,5.481590473,,96.18538012,3.0,6.0,8.0,0
college,6.659382584,5.929917672,2.11486721,58.99173989,8.0,7.0,4.0,0
college,7.449436627,4.929030827,3.425471842,88.45127619,9.0,5.0,6.0,0
school,5.784884541,2.276271131,5.201036256,89.90908583,4.0,7.0,9.0,0
college,5.458951483,5.464028522,0.0148582674426456,99.09760661,2.0,4.0,1.0,0
school,6.522362165,2.325837468,3.154766325,74.19521476,10.0,7.0,2.0,1
college,6.986765863,8.306142571,6.070630184,74.73117924,9.0,8.0,8.0,1
college,7.033094158,5.398497077,3.523388447,82.11314348,4.0,7.0,6.0,0
,5.273126466,4.035310464,0.453665522930507,72.43789289,5.0,4.0,12.0,0
college,,6.099477591,2.857342672,81.90374456,6.0,4.0,8.0,0
college,6.603376561,5.65179157,1.45285828,99.51866598,7.0,5.0,4.0,1
working_student,6.809839837,4.284585561,2.04956791,,5.0,4.0,12.0,0
college,5.186647037,3.880919086,2.776675338,84.99466067,3.0,7.0,4.0,0
working_student,4.156671106,7.263360416,5.047499708,81.20763239,9.0,6.0,12.0,1
working_student,2.882396659,7.884461089,3.217241822,64.36282564,6.0,6.0,8.0,1
school,7.847366161,3.600706602,6.156663613,86.16892573,6.0,2.0,5.0,0
college,8.901471,1.860592117,4.854648926,84.129437,3.0,6.0,5.0,0
working_student,5.425088219,2.159111472,3.883141682,81.94019836,5.0,4.0,5.0,0
working_student,4.885841175,6.114223631,0.699509542497646,70.48471225,6.0,9.0,10.0,0
working_student,5.674408679,6.955938931,5.268237437,105.0,8.0,6.0,1.0,1
college,5.737930292,6.289493101,7.888205321,80.68750632,5.0,5.0,5.0,1
college,7.124137385,4.94364477,0.945793352505281,99.39533268,3.0,5.0,6.0,0
working_student,6.722676473,4.95672859,,73.1853158,3.0,,6.0,0
college,3.71772291,0.767011942827131,4.234549562,79.26878524,1.0,10.0,12.0,0
college,6.845551404,7.54566229,5.347858445,73.79213969,4.0,4.0,6.0,0
school,6.581185587,2.358122821,0.080839231988345,78.18823851,4.0,6.0,5.0,0
,6.353571236,9.055611033,,80.51625124,5.0,5.0,4.0,1
college,3.8105304,3.872609657,3.147185893,86.24415515,5.0,4.0,8.0,0
college,4.746391239,5.853528583,0.666140163092366,97.64635559,2.0,5.0,5.0,0
college,4.835526981,7.714310704,7.5675332,72.25750037,3.0,8.0,5.0,0
school,7.296535575,2.257389115,5.698221477,87.69373803,7.0,4.0,2.0,0
,6.291428428,3.63089066,4.877395841,95.96383393,6.0,3.0,12.0,0
school,7.124721759,3.872675767,,71.57504744,6.0,5.0,3.0,1
college,7.842744995,2.696959448,0.810795600602459,78.38965066,7.0,1.0,9.0,0
college,5.657714028,6.655172627,0.443713991205057,97.71436074,3.0,5.0,7.0,0
college,6.435281169,4.405748119,,95.32169443,5.0,5.0,3.0,0
school,6.756051788,4.976622103,4.296661977,75.82711186,9.0,9.0,4.0,1
school,7.132428574,2.728682634,3.691987187,78.3079886,,4.0,1.0,0
college,6.870554007,7.944874227,3.095585012,82.98243638,8.0,9.0,8.0,1
,4.189973788,8.363818199,4.667659077,65.84500583,6.0,,3.0,1
college,7.246826034,3.623862757,3.472448195,55.32858362,6.0,7.0,9.0,0
working_student,5.739143966,5.027991701,2.707845755,89.17216582,8.0,9.0,9.0,1
working_student,5.472154112,6.762914971,2.379785386,54.64603954,4.0,6.0,11.0,0
working_student,6.874209474,6.386486113,6.101645266,71.18273489,8.0,6.0,3.0,1
school,7.42273494,1.873664656,1.771528635,81.53071237,8.0,9.0,8.0,1
school,9.04481678,3.279072084,1.607865831,76.84059397,10.0,9.0,10.0,0
working_student,7.962867093,5.047103258,0.107748697968927,72.64998717,6.0,8.0,3.0,0
working_student,4.806111899,7.219879464,1.307513659,74.55478421,4.0,6.0,8.0,0
working_student,7.088602295,4.237647624,1.979824145,90.80729133,6.0,4.0,1.0,0
school,7.466734021,3.87157971,7.768004037,105.0,4.0,2.0,12.0,0
college,6.875303902,3.413137727,0.528028615860336,93.15749154,5.0,7.0,8.0,0
working_student,5.937950274,9.069009383,5.830603733,75.6456695,1.0,7.0,10.0,0
school,5.316194745,2.84910286,4.896768897,76.6731588,5.0,,4.0,1
working_student,5.244578911,7.204383089,6.783689116,84.69327344,4.0,3.0,11.0,0
working_student,2.260330356,5.127902391,5.171093451,120.0,,7.0,1.0,1
college,4.868703168,7.775406905,6.745751969,90.35468419,6.0,7.0,5.0,0
school,6.42831692,4.408367513,1.128179791,92.74450352,5.0,6.0,10.0,0
school,6.320770821,3.255070074,6.423607453,95.62961378,1.0,7.0,5.0,0
college,4.629197938,4.283931409,2.417634605,88.17180017,2.0,1.0,4.0,0
school,5.629870294,3.677309618,4.38472439,71.69081166,1.0,7.0,9.0,0
working_student,7.381216963,6.464007149,2.905265067,74.68804634,7.0,7.0,3.0,0
school,6.918098132,1.478498958,1.684070956,81.82351182,2.0,7.0,12.0,0
school,8.460483247,5.009350305,1.440218156,95.48481452,3.0,1.0,9.0,0
school,8.24640696,1.811254148,2.915357541,83.08528702,7.0,4.0,1.0,0
college,6.058069337,2.627667739,4.034995047,81.63917693,8.0,5.0,,0
school,7.940211141,2.916172664,3.903052364,86.0960087,9.0,4.0,6.0,1
,,3.6659244,4.022963373,88.99989161,7.0,9.0,2.0,0
school,6.174564191,2.61951162,1.19825075,91.64385213,4.0,7.0,,0
college,8.02720513,5.151215817,2.784665141,81.95803058,,9.0,2.0,1
,3.207377612,6.428255205,0.941184805034001,78.49843313,3.0,7.0,10.0,1
college,4.099544846,8.802578709,1.870616466,63.07518079,2.0,9.0,9.0,0
school,6.434032844,2.112260949,3.340830788,93.7418956,6.0,5.0,5.0,1
working_student,5.267385793,,2.027499202,,3.0,4.0,5.0,0
college,6.751556568,5.390267074,3.057249534,74.34012887,4.0,3.0,9.0,0
working_student,,4.955854839,1.697186223,95.66628935,4.0,7.0,3.0,0
college,6.521156744,1.135573701,5.507793013,73.59100243,3.0,4.0,2.0,0
working_student,4.178464529,3.752749915,,80.12900532,5.0,2.0,3.0,0
college,6.978344332,0.376204511209015,,69.4466728,5.0,6.0,2.0,0
school,8.463112521,1.862218057,5.387194504,90.45054377,10.0,6.0,5.0,1
college,5.742332645,1.633138789,1.455207084,76.47130246,3.0,2.0,7.0,0
college,4.823919242,7.268651559,7.14141718,92.79714643,8.0,7.0,10.0,1
college,6.066147129,5.586848549,0.621773004051804,90.1822666,5.0,6.0,10.0,0
working_student,6.548596995,5.747493553,1.964801639,70.38743822,1.0,6.0,11.0,0
working_student,5.845257425,4.524543349,2.498676141,60.69835556,3.0,,10.0,0
school,6.910390536,3.205959404,3.685394026,82.37250938,8.0,5.0,7.0,0
college,6.947542909,6.115311173,6.381094772,63.05538425,8.0,5.0,8.0,0
college,5.553077485,,5.858719844,99.50538053,5.0,5.0,7.0,0
working_student,4.534402195,6.55369616,4.804865811,83.37809695,6.0,6.0,5.0,1
working_student,3.909019324,2.2824715,7.048126773,85.78401897,3.0,4.0,7.0,0
college,8.284124121,5.107527479,0.939981687004295,72.74975974,4.0,5.0,3.0,0
,5.618828536,7.266120008,3.357214861,73.74517097,3.0,7.0,10.0,0
college,5.380643606,2.719928956,5.536262968,83.54150939,5.0,6.0,4.0,0
college,6.919708615,0.535714455482545,1.286090936,84.51320386,2.0,4.0,6.0,0
school,6.168427238,3.623041077,1.140958654,65.93966124,4.0,10.0,7.0,0
college,3.235265589,4.50675614,4.118613675,89.18863381,5.0,8.0,12.0,0
college,7.614222628,,0.499370050122589,79.14579979,7.0,7.0,11.0,0
college,5.051749298,3.922309956,3.978709577,74.70241889,8.0,7.0,5.0,0
working_student,4.768929865,4.763637442,7.829362291,90.57568585,8.0,5.0,10.0,1
college,3.742794259,5.297835208,5.143765217,90.41362914,3.0,6.0,7.0,0
college,5.321837782,9.696685141,1.996046981,79.00525375,6.0,1.0,,1
school,,2.224827392,5.378360196,86.16382297,3.0,4.0,6.0,0
school,8.145245424,3.615153428,1.66811097,81.35704972,7.0,4.0,7.0,0
college,9.563441341,3.645493609,0.235376775345296,85.60121256,7.0,,8.0,0
college,7.808011292,6.246348431,3.750470445,66.10994077,2.0,6.0,,0
school,9.261593879,3.420496279,3.916057101,77.77088894,3.0,7.0,2.0,0
college,6.347492829,5.877296413,1.400596431,97.10658866,5.0,3.0,,0
school,7.319540906,2.9562792,3.556089287,88.00401239,5.0,4.0,4.0,0
college,4.987511792,7.840797077,1.958498479,94.70259778,2.0,6.0,11.0,0
college,6.025283787,4.267315573,,97.66935037,9.0,3.0,2.0,1
school,7.275226477,4.480470227,1.110325494,72.58078517,,2.0,12.0,1
